sentence_id,token_id,word,left_edge,right_edge,tag,tag_equiv,depth,stem
29,8,and,26,29,CC,CC,8,and
29,9,although,29,37,IN,IN,7,although
29,10,people,37,43,NNS,NN,5,peopl
29,11,have,43,47,VBP,VB,5,have
29,12,varying,47,54,VBG,VB,3,vari
29,13,opinions,54,62,NNS,NN,3,opinion
29,14,on,62,64,IN,IN,3,on
29,15,this,64,68,DT,DT,2,thi
29,16,",",68,69,",",",",10,","
29,17,we,69,71,PRP,WP,9,we
29,18,can,71,74,MD,MD,9,can
29,19,not,74,77,RB,RB,9,not
29,20,do,77,79,VB,VB,8,do
29,21,anything,79,87,NN,NN,7,anyth
29,22,other,87,92,JJ,JJ,7,other
29,23,than,92,96,IN,IN,7,than
29,24,what,96,100,WP,WP,5,what
29,25,we,100,102,PRP,WP,4,we
29,26,have,102,106,VBP,VB,4,have
29,27,legislated,106,116,VBN,VB,3,legisl
29,28,for,116,119,IN,IN,2,for
29,29,already,119,126,RB,RB,1,alreadi
29,30,unless,126,132,IN,IN,7,unless
29,31,we,132,134,PRP,WP,5,we
29,32,repeal,134,140,VB,VB,4,repeal
29,33,",",140,141,",",",",5,","
29,34,amend,141,146,VB,VB,4,amend
29,35,or,146,148,CC,CC,5,or
29,36,replace,148,155,VB,VB,4,replac
29,37,Article,155,162,NNP,NN,3,Articl
29,38,40.3.3,162,168,CD,CD,3,40.3.3
29,39,°,168,169,NNS,NN,3,°
29,40,.,169,170,.,.,10,.
30,0,We,0,2,PRP,WP,9,We
30,1,have,2,6,VBP,VB,9,have
30,2,to,6,8,TO,TO,7,to
30,3,change,8,14,VB,VB,6,chang
30,4,what,14,18,WP,WP,4,what
30,5,is,18,20,VBZ,VB,3,is
30,6,in,20,22,IN,IN,2,in
30,7,our,22,25,PRP$,WP,1,our
30,8,Constitution,25,37,NN,NN,1,Constitut
30,9,.,37,38,.,.,10,.
31,0,That,0,4,DT,DT,7,That
31,1,will,4,8,MD,MD,7,will
31,2,be,8,10,VB,VB,6,be
31,3,the,10,13,DT,DT,4,the
31,4,first,13,18,JJ,JJ,4,first
31,5,step,18,22,NN,NN,4,step
31,6,towards,22,29,IN,IN,4,toward
31,7,addressing,29,39,VBG,VB,2,address
31,8,this,39,43,DT,DT,1,thi
31,9,issue,43,48,NN,NN,1,issu
31,10,.,48,49,.,.,8,.
32,0,It,0,2,PRP,WP,18,It
32,1,would,2,7,MD,MD,18,would
32,2,be,7,9,VB,VB,17,be
32,3,easy,9,13,JJ,JJ,16,easi
32,4,for,13,16,IN,IN,16,for
32,5,me,16,18,PRP,WP,14,me
32,6,and,18,21,CC,CC,14,and
32,7,others,21,27,NNS,NN,14,other
32,8,contributing,27,39,VBG,VB,14,contribut
32,9,in,39,41,IN,IN,13,in
32,10,this,41,45,DT,DT,12,thi
32,11,debate,45,51,NN,NN,12,debat
32,12,to,51,53,TO,TO,10,to
32,13,keep,53,57,VB,VB,8,keep
32,14,our,57,60,PRP$,WP,7,our
32,15,heads,60,65,NNS,NN,7,head
32,16,down,65,69,RP,RP,7,down
32,17,and,69,72,CC,CC,9,and
32,18,hope,72,76,VB,VB,8,hope
32,19,that,76,80,IN,IN,7,that
32,20,the,80,83,DT,DT,5,the
32,21,issue,83,88,NN,NN,5,issu
32,22,goes,88,92,VBZ,VB,5,goe
32,23,away,92,96,RP,RP,4,awai
32,24,but,96,99,CC,CC,4,but
32,25,",",99,100,",",",",5,","
32,26,as,100,102,IN,IN,4,as
32,27,a,102,103,DT,DT,2,a
32,28,generation,103,113,NN,NN,2,gener
32,29,of,113,115,IN,IN,2,of
32,30,politicians,115,126,NNS,NN,1,politician
32,31,",",126,127,",",",",20,","
32,32,we,127,129,PRP,WP,19,we
32,33,have,129,133,VBP,VB,19,have
32,34,to,133,135,TO,TO,17,to
32,35,deal,135,139,VB,VB,16,deal
32,36,with,139,143,IN,IN,15,with
32,37,it,143,145,PRP,WP,14,it
32,38,.,145,146,.,.,20,.
33,0,We,0,2,PRP,WP,15,We
33,1,have,2,6,VBP,VB,15,have
33,2,to,6,8,TO,TO,13,to
33,3,give,8,12,VB,VB,12,give
33,4,the,12,15,DT,DT,11,the
33,5,people,15,21,NNS,NN,11,peopl
33,6,an,21,23,DT,DT,11,an
33,7,opportunity,23,34,NN,NN,11,opportun
33,8,to,34,36,TO,TO,9,to
33,9,express,36,43,VB,VB,8,express
33,10,their,43,48,PRP$,WP,7,their
33,11,opinion,48,55,NN,NN,7,opinion
33,12,in,55,57,IN,IN,7,in
33,13,light,57,62,NN,NN,5,light
33,14,of,62,64,IN,IN,5,of
33,15,the,64,67,DT,DT,4,the
33,16,fact,67,71,NN,NN,4,fact
33,17,that,71,75,IN,IN,7,that
33,18,the,75,78,DT,DT,4,the
33,19,last,78,82,JJ,JJ,4,last
33,20,time,82,86,NN,NN,4,time
33,21,they,86,90,PRP,WP,2,thei
33,22,had,90,93,VBD,VB,2,had
33,23,such,93,97,PDT,PDT,1,such
33,24,an,97,99,DT,DT,1,an
33,25,opportunity,99,110,NN,NN,1,opportun
33,26,was,110,113,VBD,VB,5,wa
33,27,in,113,115,IN,IN,4,in
33,28,1983,115,119,CD,CD,3,1983
33,29,.,119,120,.,.,16,.
34,0,Ireland,0,7,NNP,NN,7,Ireland
34,1,has,7,10,VBZ,VB,7,ha
34,2,fundamentally,10,23,RB,RB,6,fundament
34,3,changed,23,30,VBN,VB,6,chang
34,4,in,30,32,IN,IN,5,in
34,5,many,32,36,JJ,JJ,4,mani
34,6,respects,36,44,NNS,NN,4,respect
34,7,since,44,49,IN,IN,5,sinc
34,8,then,49,53,RB,RB,4,then
34,9,",",53,54,",",",",6,","
34,10,as,54,56,IN,IN,5,as
34,11,outlined,56,64,VBN,VB,3,outlin
34,12,by,64,66,IN,IN,2,by
34,13,the,66,69,DT,DT,1,the
34,14,Minister,69,77,NNP,NN,1,Minist
34,15,.,77,78,.,.,8,.
35,0,It,0,2,PRP,WP,9,It
35,1,has,2,5,VBZ,VB,9,ha
35,2,changed,5,12,VBN,VB,8,chang
35,3,most,12,16,RBS,RB,7,most
35,4,in,16,18,IN,IN,7,in
35,5,how,18,21,WRB,RB,5,how
35,6,women,21,26,NNS,NN,4,women
35,7,have,26,30,VBP,VB,4,have
35,8,become,30,36,VBN,VB,3,becom
35,9,more,36,40,RBR,RB,1,more
35,10,assertive,40,49,JJ,JJ,1,assert
35,11,.,49,50,.,.,10,.
36,0,They,0,4,PRP,WP,16,Thei
36,1,now,4,7,RB,RB,16,now
36,2,have,7,11,VBP,VB,16,have
36,3,an,11,13,DT,DT,15,an
36,4,opportunity,13,24,NN,NN,15,opportun
36,5,to,24,26,TO,TO,13,to
36,6,put,26,29,VB,VB,12,put
36,7,themselves,29,39,PRP,WP,11,themselv
36,8,at,39,41,IN,IN,10,at
36,9,the,41,44,DT,DT,8,the
36,10,heart,44,49,NN,NN,8,heart
36,11,of,49,51,IN,IN,8,of
36,12,this,51,55,DT,DT,6,thi
36,13,debate,55,61,NN,NN,6,debat
36,14,",",61,62,",",",",7,","
36,15,which,62,67,WDT,WDT,5,which
36,16,is,67,69,VBZ,VB,4,is
36,17,primarily,69,78,RB,RB,3,primarili
36,18,about,78,83,IN,IN,3,about
36,19,women,83,88,NNS,NN,1,women
36,20,'s,88,90,POS,POS,1,'s
36,21,rights,90,96,NNS,NN,2,right
36,22,and,96,99,CC,CC,2,and
36,23,health,99,105,NN,NN,2,health
36,24,care,105,109,NN,NN,2,care
36,25,and,109,112,CC,CC,11,and
36,26,about,112,117,IN,IN,10,about
36,27,giving,117,123,VBG,VB,8,give
36,28,them,123,127,PRP,WP,7,them
36,29,equal,127,132,JJ,JJ,6,equal
36,30,opportunity,132,143,NN,NN,6,opportun
36,31,in,143,145,IN,IN,6,in
36,32,the,145,148,DT,DT,5,the
36,33,Republic,148,156,NNP,NN,5,Republ
36,34,.,156,157,.,.,17,.
37,0,We,0,2,PRP,WP,10,We
37,1,can,2,5,MD,MD,10,can
37,2,not,5,8,RB,RB,10,not
37,3,have,8,12,VB,VB,9,have
37,4,a,12,13,DT,DT,7,a
37,5,situation,13,22,NN,NN,7,situat
37,6,in,22,24,IN,IN,6,in
37,7,which,24,29,WDT,WDT,5,which
37,8,a,29,30,DT,DT,5,a
37,9,woman,30,35,NN,NN,5,woman
37,10,becomes,35,42,VBZ,VB,5,becom
37,11,a,42,43,DT,DT,4,a
37,12,second-class,43,55,JJ,JJ,4,second-class
37,13,citizen,55,62,NN,NN,4,citizen
37,14,upon,62,66,IN,IN,4,upon
37,15,becoming,66,74,VBG,VB,2,becom
37,16,pregnant,74,82,JJ,JJ,1,pregnant
37,17,.,82,83,.,.,11,.
38,0,We,0,2,PRP,WP,7,We
38,1,must,2,6,MD,MD,7,must
38,2,understand,6,16,VB,VB,6,understand
38,3,that,16,20,IN,IN,5,that
38,4,that,20,24,DT,DT,3,that
38,5,is,24,26,VBZ,VB,3,is
38,6,no,26,28,RB,RB,1,no
38,7,longer,28,34,RBR,RB,1,longer
38,8,acceptable,34,44,JJ,JJ,2,accept
38,9,.,44,45,.,.,8,.
39,0,People,0,6,NNS,NN,7,Peopl
39,1,have,6,10,VBP,VB,7,have
39,2,asked,10,15,VBN,VB,6,ask
39,3,me,15,17,PRP,WP,5,me
39,4,how,17,20,WRB,RB,4,how
39,5,the,20,23,DT,DT,3,the
39,6,committee,23,32,NN,NN,3,committe
39,7,arrived,32,39,VBD,VB,3,arriv
39,8,at,39,41,IN,IN,2,at
39,9,our,41,44,PRP$,WP,1,our
39,10,recommendations,44,59,NNS,NN,1,recommend
39,11,.,59,60,.,.,8,.
40,0,The,0,3,DT,DT,9,The
40,1,Citizens,3,11,NNPS,NN,9,Citizen
40,2,',11,12,POS,POS,9,'
40,3,Assembly,12,20,NN,NN,10,Assembl
40,4,made,20,24,VBD,VB,10,made
40,5,13,24,26,CD,CD,7,13
40,6,recommendations,26,41,NNS,NN,7,recommend
40,7,",",41,42,",",",",8,","
40,8,the,42,45,DT,DT,7,the
40,9,most,45,49,RBS,RB,6,most
40,10,fundamental,49,60,JJ,JJ,6,fundament
40,11,one,60,63,NN,NN,7,on
40,12,being,63,68,VBG,VB,8,be
40,13,that,68,72,IN,IN,7,that
40,14,there,72,77,EX,EX,5,there
40,15,should,77,83,MD,MD,5,should
40,16,be,83,85,VB,VB,4,be
40,17,a,85,86,DT,DT,2,a
40,18,change,86,92,NN,NN,2,chang
40,19,to,92,94,TO,TO,2,to
40,20,Article,94,101,NNP,NN,1,Articl
40,21,40.3.3,101,107,CD,CD,1,40.3.3
40,22,°,107,108,NNS,NN,1,°
40,23,.,108,109,.,.,11,.
41,0,The,0,3,DT,DT,2,The
41,1,assembly,3,11,NN,NN,2,assembl
41,2,outlined,11,19,VBD,VB,2,outlin
41,3,three,19,24,CD,CD,1,three
41,4,options,24,31,NNS,NN,1,option
41,5,.,31,32,.,.,3,.
42,0,The,0,3,DT,DT,24,The
42,1,committee,3,12,NN,NN,24,committe
42,2,'s,12,14,POS,POS,24,'s
42,3,majority,14,22,NN,NN,25,major
42,4,recommendation,22,36,NN,NN,25,recommend
42,5,was,36,39,VBD,VB,25,wa
42,6,for,39,42,IN,IN,24,for
42,7,a,42,43,DT,DT,22,a
42,8,repeal,43,49,NN,NN,22,repeal
42,9,simpliciter,49,60,NN,NN,22,simplicit
42,10,",",60,61,",",",",23,","
42,11,that,61,65,WDT,WDT,21,that
42,12,is,65,67,VBZ,VB,20,is
42,13,",",67,68,",",",",20,","
42,14,the,68,71,DT,DT,17,the
42,15,article,71,78,NN,NN,17,articl
42,16,should,78,84,MD,MD,17,should
42,17,just,84,88,RB,RB,16,just
42,18,be,88,90,VB,VB,16,be
42,19,removed,90,97,VBN,VB,15,remov
42,20,from,97,101,IN,IN,13,from
42,21,the,101,104,DT,DT,12,the
42,22,Constitution,104,116,NNP,NN,12,Constitut
42,23,",",116,117,",",",",14,","
42,24,and,117,120,CC,CC,14,and
42,25,for,120,123,IN,IN,13,for
42,26,the,123,126,DT,DT,11,the
42,27,Houses,126,132,NNPS,NN,11,Hous
42,28,of,132,134,IN,IN,11,of
42,29,the,134,137,DT,DT,10,the
42,30,Oireachtas,137,147,NNPS,NN,10,Oireachta
42,31,to,147,149,TO,TO,13,to
42,32,be,149,151,VB,VB,12,be
42,33,allowed,151,158,VBN,VB,11,allow
42,34,to,158,160,TO,TO,9,to
42,35,legislate,160,169,VB,VB,8,legisl
42,36,for,169,172,IN,IN,7,for
42,37,what,172,176,WP,WP,5,what
42,38,was,176,179,VBD,VB,4,wa
42,39,primarily,179,188,RB,RB,3,primarili
42,40,a,188,189,DT,DT,2,a
42,41,health,189,195,NN,NN,2,health
42,42,care,195,199,NN,NN,2,care
42,43,issue,199,204,NN,NN,2,issu
42,44,for,204,207,IN,IN,2,for
42,45,women,207,212,NNS,NN,1,women
42,46,.,212,213,.,.,26,.
43,0,There,0,5,EX,EX,6,There
43,1,were,5,9,VBD,VB,6,were
43,2,varying,9,16,VBG,VB,4,vari
43,3,views,16,21,NNS,NN,4,view
43,4,on,21,23,IN,IN,4,on
43,5,that,23,27,DT,DT,2,that
43,6,in,27,29,IN,IN,2,in
43,7,the,29,32,DT,DT,1,the
43,8,legal,32,37,JJ,JJ,1,legal
43,9,advice,37,43,NN,NN,1,advic
43,10,that,43,47,IN,IN,5,that
43,11,the,47,50,DT,DT,3,the
43,12,committee,50,59,NN,NN,3,committe
43,13,sought,59,65,VBD,VB,2,sought
43,14,and,65,68,CC,CC,3,and
43,15,was,68,71,VBD,VB,2,wa
43,16,given,71,76,VBN,VB,1,given
43,17,.,76,77,.,.,7,.
44,0,I,0,1,PRP,WP,9,I
44,1,am,1,3,VBP,VB,9,am
44,2,sure,3,7,JJ,JJ,8,sure
44,3,that,7,11,IN,IN,7,that
44,4,different,11,20,JJ,JJ,5,differ
44,5,advice,20,26,NN,NN,5,advic
44,6,may,26,29,MD,MD,5,mai
44,7,even,29,33,RB,RB,4,even
44,8,be,33,35,VB,VB,4,be
44,9,given,35,40,VBN,VB,3,given
44,10,to,40,42,TO,TO,2,to
44,11,the,42,45,DT,DT,1,the
44,12,Government,45,55,NN,NN,1,Govern
44,13,by,55,57,IN,IN,2,by
44,14,the,57,60,DT,DT,1,the
44,15,Attorney,60,68,NNP,NN,1,Attornei
44,16,General,68,75,NNP,NN,1,Gener
44,17,.,75,76,.,.,10,.
45,0,What,0,4,WP,WP,16,What
45,1,I,4,5,PRP,WP,15,I
45,2,do,5,7,VBP,VB,15,do
45,3,know,7,11,VB,VB,14,know
45,4,",",11,12,",",",",18,","
45,5,however,12,19,RB,RB,17,howev
45,6,",",19,20,",",",",18,","
45,7,is,20,22,VBZ,VB,17,is
45,8,that,22,26,IN,IN,16,that
45,9,if,26,28,IN,IN,14,if
45,10,we,28,30,PRP,WP,12,we
45,11,continue,30,38,VBP,VB,12,continu
45,12,allowing,38,46,VBG,VB,10,allow
45,13,Article,46,53,NNP,NN,8,Articl
45,14,40.3.3,53,59,CD,CD,8,40.3.3
45,15,°,59,60,NNP,NN,8,°
45,16,to,60,62,TO,TO,8,to
45,17,be,62,64,VB,VB,7,be
45,18,the,64,67,DT,DT,5,the
45,19,bulwark,67,74,NN,NN,5,bulwark
45,20,for,74,77,IN,IN,5,for
45,21,dealing,77,84,VBG,VB,3,deal
45,22,with,84,88,IN,IN,2,with
45,23,this,88,92,DT,DT,1,thi
45,24,issue,92,97,NN,NN,1,issu
45,25,",",97,98,",",",",15,","
45,26,the,98,101,DT,DT,14,the
45,27,status,101,107,NN,NN,14,statu
45,28,quowill,107,114,NN,NN,14,quowil
45,29,prevail,114,121,VBP,VB,14,prevail
45,30,.,121,122,.,.,18,.
46,0,Every,0,5,DT,DT,6,Everi
46,1,night,5,10,NN,NN,6,night
46,2,",",10,11,",",",",7,","
46,3,four,11,15,CD,CD,5,four
46,4,or,15,17,CC,CC,6,or
46,5,five,17,21,CD,CD,5,five
46,6,women,21,26,NNS,NN,5,women
46,7,will,26,30,MD,MD,6,will
46,8,self-administer,30,45,VB,VB,5,self-administ
46,9,abortion,45,53,NN,NN,4,abort
46,10,pills,53,58,NNS,NN,4,pill
46,11,at,58,60,IN,IN,4,at
46,12,home,60,64,NN,NN,3,home
46,13,and,64,67,CC,CC,8,and
46,14,ten,67,70,CD,CD,6,ten
46,15,women,70,75,NNS,NN,6,women
46,16,will,75,79,MD,MD,6,will
46,17,get,79,82,VB,VB,5,get
46,18,on,82,84,IN,IN,4,on
46,19,planes,84,90,NNS,NN,2,plane
46,20,every,90,95,DT,DT,2,everi
46,21,day,95,98,NN,NN,2,dai
46,22,to,98,100,TO,TO,3,to
46,23,fly,100,103,VB,VB,2,fly
46,24,abroad,103,109,RB,RB,1,abroad
46,25,.,109,110,.,.,8,.
47,0,We,0,2,PRP,WP,12,We
47,1,as,2,4,IN,IN,12,as
47,2,a,4,5,DT,DT,11,a
47,3,Parliament,5,15,NNP,NN,11,Parliament
47,4,will,15,19,MD,MD,12,will
47,5,have,19,23,VB,VB,11,have
47,6,to,23,25,TO,TO,9,to
47,7,live,25,29,VB,VB,8,live
47,8,with,29,33,IN,IN,7,with
47,9,that,33,37,DT,DT,6,that
47,10,if,37,39,IN,IN,7,if
47,11,we,39,41,PRP,WP,5,we
47,12,fail,41,45,VBP,VB,5,fail
47,13,to,45,47,TO,TO,3,to
47,14,grasp,47,52,VB,VB,2,grasp
47,15,this,52,56,DT,DT,1,thi
47,16,issue,56,61,NN,NN,1,issu
47,17,.,61,62,.,.,13,.
48,0,We,0,2,PRP,WP,20,We
48,1,must,2,6,MD,MD,20,must
48,2,show,6,10,VB,VB,19,show
48,3,political,10,19,JJ,JJ,18,polit
48,4,leadership,19,29,NN,NN,18,leadership
48,5,by,29,31,IN,IN,18,by
48,6,having,31,37,VBG,VB,15,have
48,7,a,37,38,DT,DT,13,a
48,8,debate,38,44,NN,NN,13,debat
48,9,that,44,48,WDT,WDT,12,that
48,10,is,48,50,VBZ,VB,11,is
48,11,respectful,50,60,JJ,JJ,10,respect
48,12,of,60,62,IN,IN,9,of
48,13,every,62,67,DT,DT,7,everi
48,14,view,67,71,NN,NN,7,view
48,15,that,71,75,WDT,WDT,6,that
48,16,will,75,79,MD,MD,5,will
48,17,be,79,81,VB,VB,4,be
48,18,expressed,81,90,VBN,VB,3,express
48,19,in,90,92,IN,IN,2,in
48,20,this,92,96,DT,DT,1,thi
48,21,Chamber,96,103,NNP,NN,1,Chamber
48,22,and,103,106,CC,CC,16,and
48,23,then,106,110,RB,RB,15,then
48,24,allowing,110,118,VBG,VB,15,allow
48,25,the,118,121,DT,DT,14,the
48,26,people,121,127,NNS,NN,14,peopl
48,27,to,127,129,TO,TO,13,to
48,28,make,129,133,VB,VB,12,make
48,29,their,133,138,PRP$,WP,11,their
48,30,decision,138,146,NN,NN,11,decis
48,31,based,146,151,VBN,VB,11,base
48,32,on,151,153,IN,IN,10,on
48,33,the,153,156,DT,DT,9,the
48,34,full,156,160,JJ,JJ,9,full
48,35,information,160,171,NN,NN,9,inform
48,36,.,171,172,.,.,21,.
49,0,I,0,1,PRP,WP,12,I
49,1,urge,1,5,VBP,VB,12,urg
49,2,everyone,5,13,NN,NN,10,everyon
49,3,involved,13,21,VBN,VB,10,involv
49,4,not,21,24,RB,RB,9,not
49,5,only,24,28,RB,RB,6,onli
49,6,to,28,30,TO,TO,7,to
49,7,respect,30,37,VB,VB,6,respect
49,8,one,37,40,CD,CD,4,on
49,9,another,40,47,DT,DT,2,anoth
49,10,'s,47,49,VBZ,VB,2,'s
49,11,views,49,54,NNS,NN,1,view
49,12,",",54,55,",",",",8,","
49,13,but,55,58,CC,CC,8,but
49,14,to,58,60,TO,TO,7,to
49,15,engage,60,66,VB,VB,6,engag
49,16,in,66,68,IN,IN,5,in
49,17,the,68,71,DT,DT,4,the
49,18,debate,71,77,NN,NN,4,debat
49,19,so,77,79,RB,RB,9,so
49,20,that,79,83,IN,IN,9,that
49,21,the,83,86,DT,DT,7,the
49,22,question,86,94,NN,NN,7,question
49,23,can,94,97,MD,MD,7,can
49,24,be,97,99,VB,VB,6,be
49,25,decided,99,106,VBN,VB,5,decid
49,26,one,106,109,CD,CD,3,on
49,27,way,109,112,NN,NN,3,wai
49,28,or,112,114,CC,CC,4,or
49,29,the,114,117,DT,DT,3,the
49,30,other,117,122,JJ,JJ,3,other
49,31,.,122,123,.,.,13,.
50,0,I,0,1,PRP,WP,17,I
50,1,have,1,5,VBP,VB,17,have
50,2,expressed,5,14,VBN,VB,16,express
50,3,my,14,16,PRP$,WP,15,my
50,4,view,16,20,NN,NN,15,view
50,5,that,20,24,IN,IN,15,that
50,6,there,24,29,EX,EX,13,there
50,7,must,29,33,MD,MD,13,must
50,8,be,33,35,VB,VB,12,be
50,9,a,35,36,DT,DT,10,a
50,10,repeal,36,42,NN,NN,10,repeal
50,11,simpliciteror,42,55,VBP,VB,8,simpliciteror
50,12,a,55,56,DT,DT,6,a
50,13,variation,56,65,NN,NN,6,variat
50,14,of,65,67,IN,IN,6,of
50,15,same,67,71,JJ,JJ,4,same
50,16,that,71,75,WDT,WDT,3,that
50,17,removes,75,82,VBZ,VB,2,remov
50,18,Article,82,89,NNP,NN,1,Articl
50,19,40.3.3,89,95,CD,CD,1,40.3.3
50,20,°,95,96,NNS,NN,1,°
51,0,from,0,4,IN,IN,2,from
51,1,the,4,7,DT,DT,1,the
51,2,Constitution,7,19,NNP,NN,1,Constitut
51,3,.,19,20,.,.,3,.
52,0,I,0,1,PRP,WP,11,I
52,1,am,1,3,VBP,VB,11,am
52,2,open,3,7,JJ,JJ,10,open
52,3,to,7,9,TO,TO,9,to
52,4,a,9,10,DT,DT,7,a
52,5,new,10,13,JJ,JJ,7,new
52,6,constitutional,13,27,JJ,JJ,7,constitut
52,7,article,27,34,NN,NN,7,articl
52,8,giving,34,40,VBG,VB,7,give
52,9,the,40,43,DT,DT,6,the
52,10,Oireachtas,43,53,NNPS,NN,6,Oireachta
52,11,the,53,56,DT,DT,6,the
52,12,supreme,56,63,JJ,JJ,6,suprem
52,13,authority,63,72,NN,NN,6,author
52,14,to,72,74,TO,TO,4,to
52,15,legislate,74,83,VB,VB,3,legisl
52,16,on,83,85,IN,IN,2,on
52,17,this,85,89,DT,DT,1,thi
52,18,issue,89,94,NN,NN,1,issu
52,19,.,94,95,.,.,12,.
53,0,I,0,1,PRP,WP,7,I
53,1,would,1,6,MD,MD,7,would
53,2,take,6,10,VB,VB,6,take
53,3,on,10,12,IN,IN,5,on
53,4,board,12,17,NN,NN,2,board
53,5,the,17,20,DT,DT,1,the
53,6,Attorney,20,28,NNP,NN,1,Attornei
53,7,General,28,35,NNP,NN,1,Gener
53,8,'s,35,37,POS,POS,1,'s
53,9,opinion,37,44,NN,NN,2,opinion
53,10,and,44,47,CC,CC,4,and
53,11,that,47,51,DT,DT,2,that
53,12,of,51,53,IN,IN,2,of
53,13,others,53,59,NNS,NN,1,other
53,14,.,59,60,.,.,8,.
54,0,However,0,7,RB,RB,5,Howev
54,1,",",7,8,",",",",6,","
54,2,we,8,10,PRP,WP,5,we
